commit_id,confidence_high,confidence_medium,confidence_low,severity_high,severity_medium,severity_low,unique_cwes
560b90324bdd98a82cfa8889ecdcdb99ca0236b1,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
58bb3b81e76cfa6f46eaa57e686a7bac625c0f48,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
5c03a4af1ac7a7b7a568ee92245042d60c9d215f,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
5e12b3a0b738da0273ecf1d1abd2e11474dc6930,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
633f5252ec08fd96d4656e2934e19bfb93354f40,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
64a990b77100855c8de49e30fb79562dd6907ada,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
6502a7773199ef28dab0e122e8197a4fe7ff65e8,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
658858e975835476f21130054461f4e3f88e021a,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
669d001fc6e6360e69ee5728b9e47a641ae10e11,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
6962a3865faee91cdd0c365a50182b7677c663de,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
69ce923da6262f62c7d9ce4ac802e16e64df804b,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
6ae89c9aefe140eb404cf1a17d508a0b093cc7c4,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
6b4c7b8e093fc10a6223fb4ca694fa0dde07ea6d,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
6b58e3302cdee48a75b74b065cbb9138f51dc167,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
6bc04064530d2138f207be18ba7325863afd46b7,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
6c61acada99bba25a719bae872aed84bcd316487,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
715b4e1b4c4cd3d15e35b0c1c837c56208a6df02,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
78b2d459a33df378a4f69ffc6c33313509cecfe4,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
7f31567463290273a48ad11066c78264c91a72f4,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
80791d859f38c9e5402bb652e2cc3a1178f62765,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
80825c4359f445b44ea54200e7398617e445a994,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
82b49eb6f088081f31f8fce0bd3979e999607db9,69,6,0,11,3,61,"259, 327, 330, 78, 20, 377, 703"
